Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[714]    0.0    0.00    0.00   45186         float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
                0.00    0.00   57442/57442       std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, float>::operator()() [705]
                0.00    0.00   45186/45186       std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, float>::_Adaptor(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [716]
                0.00    0.00   45186/45186       std::normal_distribution<float>::param_type::stddev() const [711]
                0.00    0.00   45186/45186       std::normal_distribution<float>::param_type::mean() const [710]
                0.00    0.00   22593/22593       std::log(float) [720]
                0.00    0.00   22593/22593       std::sqrt(float) [721]
-----------------------------------------------
                0.00    0.00   45186/45186       Network::load_parameters(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [124]
[715]    0.0    0.00    0.00   45186         std::vector<float, std::allocator<float> >::push_back(float const&) [715]
                0.00    0.00   45186/45186       void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [712]
-----------------------------------------------
                0.00    0.00   45186/45186       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
[716]    0.0    0.00    0.00   45186         std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, float>::_Adaptor(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [716]
-----------------------------------------------
                0.00    0.00   10432/43632       Eigen::internal::gemm_pack_lhs<float, long, Eigen::internal::const_blas_data_mapper<float, long, 1>, 8, 4, 1, false, false>::operator()(float*, Eigen::internal::const_blas_data_mapper<float, long, 1> const&, long, long, long, long) [177]
                0.00    0.00   33200/43632       Eigen::internal::gemm_pack_rhs<float, long, Eigen::internal::const_blas_data_mapper<float, long, 0>, 4, 0, false, false>::operator()(float*, Eigen::internal::const_blas_data_mapper<float, long, 0> const&, long, long, long, long) [1076]
[717]    0.0    0.00    0.00   43632         float __vector(4) const& Eigen::internal::conj_if<false>::pconj<float __vector(4)>(float __vector(4) const&) const [717]
-----------------------------------------------
                0.00    0.00    1800/35000       Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
                0.00    0.00   33200/35000       Eigen::internal::gemm_pack_rhs<float, long, Eigen::internal::const_blas_data_mapper<float, long, 0>, 4, 0, false, false>::operator()(float*, Eigen::internal::const_blas_data_mapper<float, long, 0> const&, long, long, long, long) [1076]
[718]    0.0    0.00    0.00   35000         void Eigen::internal::pstoreu<float, float __vector(4)>(float*, float __vector(4) const&) [718]
-----------------------------------------------
                0.00    0.00   34000/34000       Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
[719]    0.0    0.00    0.00   34000         void Eigen::internal::prefetch<float>(float const*) [719]
-----------------------------------------------
                0.00    0.00   22593/22593       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
[720]    0.0    0.00    0.00   22593         std::log(float) [720]
-----------------------------------------------
                0.00    0.00   22593/22593       float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&) [714]
[721]    0.0    0.00    0.00   22593         std::sqrt(float) [721]
-----------------------------------------------
                0.00    0.00    2608/10908       Eigen::internal::gemm_pack_lhs<float, long, Eigen::internal::const_blas_data_mapper<float, long, 1>, 8, 4, 1, false, false>::operator()(float*, Eigen::internal::const_blas_data_mapper<float, long, 1> const&, long, long, long, long) [177]
                0.00    0.00    8300/10908       Eigen::internal::gemm_pack_rhs<float, long, Eigen::internal::const_blas_data_mapper<float, long, 0>, 4, 0, false, false>::operator()(float*, Eigen::internal::const_blas_data_mapper<float, long, 0> const&, long, long, long, long) [1076]
[722]    0.0    0.00    0.00   10908         Eigen::internal::ptranspose(Eigen::internal::PacketBlock<float __vector(4), 4>&) [722]
-----------------------------------------------
                0.00    0.00    1000/6200        Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Array<float, 1, -1, 1, 1, -1> > >::coeff(long, long) const [752]
                0.00    0.00    1000/6200        Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> > >::coeff(long, long) const [753]
                0.00    0.00    4200/6200        Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> > >::coeff(long, long) const [728]
[723]    0.0    0.00    0.00    6200         Eigen::internal::variable_if_dynamic<long, 0>::value() [723]
-----------------------------------------------
                0.00    0.00    4200/4200        Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >, Eigen::internal::add_assign_op<float, float>, 0>::assignCoeffByOuterInner(long, long) [186]
[724]    0.0    0.00    0.00    4200         Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >, Eigen::internal::add_assign_op<float, float>, 0>::colIndexByOuterInner(long, long) [724]
-----------------------------------------------
                0.00    0.00    4200/4200        Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >, Eigen::internal::add_assign_op<float, float>, 0>::assignCoeffByOuterInner(long, long) [186]
[725]    0.0    0.00    0.00    4200         Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >, Eigen::internal::add_assign_op<float, float>, 0>::rowIndexByOuterInner(long, long) [725]
-----------------------------------------------
                0.00    0.00    4200/4200        Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >, Eigen::internal::add_assign_op<float, float>, 0>::assignCoeff(long, long) [185]
[726]    0.0    0.00    0.00    4200         Eigen::internal::add_assign_op<float, float>::assignCoeff(float&, float const&) const [726]
-----------------------------------------------
                0.00    0.00    4200/4200        Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >, Eigen::internal::add_assign_op<float, float>, 0>::assignCoeff(long, long) [185]
[727]    0.0    0.00    0.00    4200         Eigen::internal::unary_evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1>, Eigen::internal::IndexBased, float>::coeff(long, long) const [727]
                0.00    0.00    4200/1112005     Eigen::internal::variable_if_dynamic<long, 1>::value() [688]
                0.00    0.00    4200/4200        Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> > >::coeff(long, long) const [728]
-----------------------------------------------
                0.00    0.00    4200/4200        Eigen::internal::unary_evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1>, Eigen::internal::IndexBased, float>::coeff(long, long) const [727]
[728]    0.0    0.00    0.00    4200         Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> > >::coeff(long, long) const [728]
                0.00    0.00    4200/6200        Eigen::internal::variable_if_dynamic<long, 0>::value() [723]
-----------------------------------------------
                0.00    0.00     100/2700        void Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::visit<Eigen::internal::max_coeff_visitor<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > >(Eigen::internal::max_coeff_visitor<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >&) const [133]
                0.00    0.00     100/2700        long Eigen::internal::first_aligned<16, Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >(Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > const&) [251]
                0.00    0.00     100/2700        Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::sum() const [165]
                0.00    0.00     100/2700        float Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::redux<Eigen::internal::scalar_sum_op<float, float> >(Eigen::internal::scalar_sum_op<float, float> const&) const [168]
                0.00    0.00     100/2700        long Eigen::internal::first_aligned<16, Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >(Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > const&) [252]
                0.00    0.00     100/2700        Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::maxCoeff() const [169]
                0.00    0.00     100/2700        float Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::redux<Eigen::internal::scalar_max_op<float, float> >(Eigen::internal::scalar_max_op<float, float> const&) const [167]
                0.00    0.00     200/2700        Eigen::Matrix<float, -1, 1, 0, -1, 1>::Matrix<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >(Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > const&) [19]
                0.00    0.00     200/2700        void Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::resizeLike<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >(Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > const&) [236]
                0.00    0.00     200/2700        Eigen::Matrix<float, -1, 1, 0, -1, 1>& Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::_set_noalias<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >(Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > const&) [20]
                0.00    0.00     700/2700        Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::rows() const [233]
                0.00    0.00     700/2700        Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::cols() const [756]
[729]    0.0    0.00    0.00    2700         Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::derived() const [729]
-----------------------------------------------
                0.00    0.00     206/2410        Eigen::EigenBase<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::cols() const [241]
                0.00    0.00    2204/2410        Eigen::EigenBase<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::rows() const [211]
[730]    0.0    0.00    0.00    2410         Eigen::EigenBase<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::derived() const [730]
-----------------------------------------------
                0.00    0.00    2000/2000        Eigen::internal::gebp_kernel<float, float, long, Eigen::internal::blas_data_mapper<float, long, 0, 0>, 8, 4, false, false>::operator()(Eigen::internal::blas_data_mapper<float, long, 0, 0> const&, float const*, float const*, long, long, long, float, long, long, long, long) [83]
[731]    0.0    0.00    0.00    2000         Eigen::internal::gebp_traits<float, float, false, false>::initAcc(float __vector(4)&) [731]
                0.00    0.00    2000/1491325     float __vector(4) Eigen::internal::pset1<float __vector(4)>(Eigen::internal::unpacket_traits<float __vector(4)>::type const&) [684]
